,twitch_video_id,user_id,user_login,title,created_at,url,view_count,language,duration,muted_segments
0,1814036865,38718052,alinity,TWISTER BY THE POOL SHAMELESS STREAM WITH MY FUTURE WIFE @Fandy,2023-05-07T19:08:14Z,https://www.twitch.tv/videos/1814036865,220857,en,3h31m7s,
1,1825971519,38718052,alinity,SHE’S HAVING MY BABY!!!!!!!!!,2023-05-21T21:08:38Z,https://www.twitch.tv/videos/1825971519,263043,en,4h27m56s,
2,2019014465,38718052,alinity,NEW YEAR'S EVE PARTY! GAMES WITH VIEWERS AND MUCH MORE!!! COME HANG OUT :D:D:D,2023-12-31T17:27:30Z,https://www.twitch.tv/videos/2019014465,138230,en,5h45m50s,
3,2052223120,38718052,alinity,GYAT 🍑 WORKOUT 💦 AT IRONFORGE 💪 SHOPPING AFTER 🍆,2024-02-03T19:22:55Z,https://www.twitch.tv/videos/2052223120,193119,en,4h54m10s,
4,2122338457,38718052,alinity,LEARNING HOW TO SWIM,2024-04-17T17:49:39Z,https://www.twitch.tv/videos/2122338457,148989,en,3h47m20s,
5,2138088139,38718052,alinity,COOKING AND YOGA!,2024-05-05T16:27:14Z,https://www.twitch.tv/videos/2138088139,121359,en,3h17m50s,
6,2199291385,38718052,alinity,"POOL PARTY WITH @LauraLux 💦 Grilling, Jenga, games and more!!!",2024-07-16T18:23:11Z,https://www.twitch.tv/videos/2199291385,255527,en,3h36m37s,
7,2214024279,38718052,alinity,I GOT A BENTLEY FOR MY BIRTHDAY!,2024-08-02T18:25:10Z,https://www.twitch.tv/videos/2214024279,193875,en,4h45m20s,
8,2217433266,38718052,alinity,🔴 TRYING NEW THINGS TODAY 🔴 I WONT YELL AT CHAT I PROMISE 😉 😉 😉,2024-08-06T17:56:37Z,https://www.twitch.tv/videos/2217433266,262036,en,7h9m20s,
9,2250105979,38718052,alinity,POOL MUKBANG RIGHT NOW!!!!!,2024-09-13T17:16:31Z,https://www.twitch.tv/videos/2250105979,246257,en,4h1m54s,
10,2251040354,38718052,alinity,WORKOUT STREAM WITH @LauraLux,2024-09-14T17:58:12Z,https://www.twitch.tv/videos/2251040354,143163,en,3h10m44s,
11,2253548846,38718052,alinity,KITCHEN STREAM TODAY! LEARNINF A NEW RECIPE: FRENCH ONION MAC AND CHEESE!,2024-09-17T18:20:57Z,https://www.twitch.tv/videos/2253548846,165042,en,4h46m40s,
12,2256183640,38718052,alinity,WATCHING SHOWS ALL DAY!,2024-09-20T22:12:40Z,https://www.twitch.tv/videos/2256183640,35307,en,1h9m10s,
13,2256868753,38718052,alinity,🔥YOGA PANTS TRY ON HAUL! DOING YOGA AFTER 🧘‍♀️,2024-09-21T17:44:04Z,https://www.twitch.tv/videos/2256868753,170256,en,3h46m20s,
14,2259369735,38718052,alinity,BAKED COOKING 🔴 Can I follow a simple recipe? 😜,2024-09-24T18:27:57Z,https://www.twitch.tv/videos/2259369735,114285,en,3h25m50s,
15,2262661953,38718052,alinity,BURNING THE HOUSE DOWN WITH @trivitv,2024-09-28T17:32:41Z,https://www.twitch.tv/videos/2262661953,134183,en,3h1m50s,
16,2263495123,38718052,alinity,NEW 90 DAY JUST DROPPED! MARATHON TODAY WOOHOOOO,2024-09-29T16:34:43Z,https://www.twitch.tv/videos/2263495123,217730,en,6h36m50s,
17,2266683965,38718052,alinity,YEEHAW 🤠 DANCING WITH @trivitv,2024-10-03T16:54:04Z,https://www.twitch.tv/videos/2266683965,181970,en,4h52m17s,
18,2267500034,38718052,alinity,ROAD TRIP! WE’RE FEEDING RHINOS AND GIRAFES TODAY WITH @LauraLux @trivitv,2024-10-04T17:15:50Z,https://www.twitch.tv/videos/2267500034,85251,en,2h49m26s,
19,2268409586,38718052,alinity,OCTOBERFEST! with @LauraLux and @trivitv,2024-10-05T17:48:00Z,https://www.twitch.tv/videos/2268409586,210156,en,4h52m27s,
20,2089722558,38718052,alinity,FOOD 🍗 AND YOGA 🍑,2024-03-13T17:53:38Z,https://www.twitch.tv/videos/2089722558,177590,en,5h49m31s,
