,id,url,broadcaster_id,broadcaster_name,creator_id,creator_name,video_id,game_id,language,title,view_count,created_at,duration,is_featured
0,SpinelessInexpensiveCurryCoolStoryBob-6JA--FeZ1LQUAtis,https://clips.twitch.tv/SpinelessInexpensiveCurryCoolStoryBob-6JA--FeZ1LQUAtis,249820319,TheStockGuy,60371840,PellyPlays,,509658,en,Blippy cant come back from this.,183,2024-10-02T14:46:59Z,34.7,False
1,BlushingNeighborlyChickpeaTriHard--twUaOJrWP1BDxeR,https://clips.twitch.tv/BlushingNeighborlyChickpeaTriHard--twUaOJrWP1BDxeR,249820319,TheStockGuy,93135838,Coldblackice,,509658,en,Missiles hitting Israel  | !ads !discord !platform !FreeStocks,107,2024-10-01T16:53:27Z,30.0,False
2,WrongFuriousWoodpeckerAMPEnergyCherry-cvn0nN6SOmxaAOJT,https://clips.twitch.tv/WrongFuriousWoodpeckerAMPEnergyCherry-cvn0nN6SOmxaAOJT,249820319,TheStockGuy,93135838,Coldblackice,,509658,en,Ludwig? More like Scamwig,41,2024-10-01T15:13:11Z,60.0,False
3,EmpathicInexpensiveWheelDoggo-8wCPCBACwhkLLW8H,https://clips.twitch.tv/EmpathicInexpensiveWheelDoggo-8wCPCBACwhkLLW8H,249820319,TheStockGuy,111618440,Mizzattybob,,509658,en,Budget iPhone coming soon  | !ads !discord !platform !FreeStocks,39,2024-10-03T13:34:39Z,30.0,False
4,SnappyMiniatureJuiceSeemsGood-hlHHVdSeepAP6MQC,https://clips.twitch.tv/SnappyMiniatureJuiceSeemsGood-hlHHVdSeepAP6MQC,249820319,TheStockGuy,217914907,SeeMeNoMore_,,509658,en,Dock strike ENDS... for now | !ads !discord !platform !FreeStocks,29,2024-10-04T16:55:31Z,59.0,False
5,PlumpSullenDiamondYouDontSay-Zc2u5LJXuTn2cUe7,https://clips.twitch.tv/PlumpSullenDiamondYouDontSay-Zc2u5LJXuTn2cUe7,249820319,TheStockGuy,24651040,Eyght,,509658,en,Rated house,25,2024-10-02T16:20:37Z,58.6,False
6,CallousPunchyWebLeeroyJenkins-u_eG6QYuUKNH2MGw,https://clips.twitch.tv/CallousPunchyWebLeeroyJenkins-u_eG6QYuUKNH2MGw,249820319,TheStockGuy,555675232,mydestiny114,,509658,en,FUNNY WORLD FAXX STOCK GUY,25,2024-10-01T17:52:25Z,60.0,False
7,BoxyBovineMoonArgieB8-D7LuHIM6-gHtuHr5,https://clips.twitch.tv/BoxyBovineMoonArgieB8-D7LuHIM6-gHtuHr5,249820319,TheStockGuy,10953404,payucon,,509658,en,WHAT DID WE LEARN TODAY 10.4.2024,23,2024-10-04T17:40:07Z,54.6,False
8,ElatedFreezingTurnipPJSalt-duBlAxvjbBSdDGvb,https://clips.twitch.tv/ElatedFreezingTurnipPJSalt-duBlAxvjbBSdDGvb,249820319,TheStockGuy,47205564,duB_Joe,,509658,en,BROKE BOY,17,2024-10-04T14:28:54Z,23.0,False
9,SolidTastyOstrichShadyLulu-eb8RQ94G0ro7iJZk,https://clips.twitch.tv/SolidTastyOstrichShadyLulu-eb8RQ94G0ro7iJZk,249820319,TheStockGuy,15445946,Eaticmno,,509658,en,Dino-nomics,15,2024-10-02T15:10:24Z,56.6,False
10,KindCharmingYakinikuKappaPride-t78dgtC5lvFDY4Yn,https://clips.twitch.tv/KindCharmingYakinikuKappaPride-t78dgtC5lvFDY4Yn,249820319,TheStockGuy,39579062,Pembertonx,,509658,en,"Strike has begun, strap in  | !ads !discord !platform !FreeStocks",13,2024-10-01T15:03:05Z,30.0,False
11,DrabMushyPhoneSpicyBoy-xwRbqAF41HbSMEFz,https://clips.twitch.tv/DrabMushyPhoneSpicyBoy-xwRbqAF41HbSMEFz,249820319,TheStockGuy,560145754,temperedbull,,509658,en,Dock strike ENDS... for now | !ads !discord !platform !FreeStocks,13,2024-10-04T15:36:02Z,30.0,False
12,ResourcefulConcernedMushroomThunBeast-kynMkSadUj82rGB5,https://clips.twitch.tv/ResourcefulConcernedMushroomThunBeast-kynMkSadUj82rGB5,249820319,TheStockGuy,28168545,Galowy,,509658,en,st,11,2024-10-02T15:12:56Z,60.0,False
